Diagram-ID,Image-Path,Category-of-Image,Modified-Alt-Text
278,/page0473_img000.png,Waves/Fields,"the visible portion of the electromagnetic spectrum showing how visible light fits between infrared and ultraviolet radiation. The visible spectrum is labeled by color from red to violet, with wavelengths decreasing from about 700 nanometers (nm) for red light to about 400 nanometers (nm) for violet light. The diagram illustrates that color is determined by wavelength, with longer wavelengths corresponding to red light and shorter wavelengths corresponding to violet light, and highlights that the boundaries between infrared, visible light, and ultraviolet are gradual rather than sharply defined."
279,/page0474_img000.png,Other,"Side-by-side diagrams comparing subtractive and additive color mixing. On the left, the subtractive color model for pigments shows cyan, magenta, and yellow overlapping to form darker colors, with all three combining to produce black due to absorption of light. On the right, the additive color model for light shows red, green, and blue overlapping to create brighter colors, with all three combining to produce white light, illustrating the fundamental difference between pigment mixing and light mixing."
280,/page0475_img000.png,Waves/Fields,"Comparison of visible wavelength ranges perceived by humans, bees, and dogs along a wavelength axis from about 300 to 700 nanometers. Humans perceive visible light from roughly violet to red, bees can see ultraviolet light in addition to part of the visible spectrum but not red, and dogs perceive a narrower range of colors with reduced sensitivity to reds and greens. The figure illustrates that different species experience color differently because their eyes contain different types and numbers of photoreceptor cells."
281,/page0478_img000.png,Waves/Fields,"thin-film interference in optics. An incident light ray strikes the top surface of a thin film with refractive index n2 between two media n1 and n3. Part of the light reflects immediately at the top surface (ray 1), while the rest refracts into the film, reflects off the bottom surface, and exits as ray 2. The two reflected rays travel different optical path lengths, causing constructive or destructive interference depending on the film thickness t, wavelength of light, and refractive indices. This phenomenon explains effects such as color patterns in soap bubbles and the reduction of glare by polarized sunglasses."
282,/page0478_img001.png,Waves/Fields,"polarization of transverse waves using a rope analogy. In panel (a), the rope oscillates in a vertical plane, representing vertically polarized waves that can pass through a vertical slit. In panel (b), the rope oscillates in a horizontal plane, representing horizontally polarized waves that are blocked by a vertical slit. The diagram illustrates that polarization describes the direction of oscillation perpendicular to the direction of wave travel, and that filters or slits only transmit waves polarized in the same direction, a principle that also applies to light waves."
283,/page0481_img000.png,Waves/Fields,"the inverse square law for electromagnetic radiation. A point source emits light that spreads outward uniformly, forming larger spherical surfaces as the distance from the source increases. At distances r, 2r, and 3r, the same amount of radiant energy is distributed over increasingly larger surface areas, causing the intensity or illuminance to decrease with distance. The diagram shows that as the radius of the spherical surface increases, the energy per unit area decreases proportionally to one over the distance squared, explaining why light appears dimmer the farther it travels from its source."
284,/page0492_img000.png,Waves/Fields,"the ways light travels from a source to an observer. Light from the Sun travels through empty space to reach Earth and then continues through different media such as air and glass. In the scene, sunlight enters a window, where it partially transmits through the glass and partially reflects off surfaces before reaching a person’s eyes. The dashed and solid arrows represent straight-line paths of light rays, emphasizing that light propagates in straight lines unless it reflects or changes direction when moving between different materials."
285,/page0493_img000.png,Waves/Fields,"illustrating the law of reflection. An incident light ray strikes a flat surface and reflects away symmetrically on the opposite side of a dashed line that represents the normal, which is perpendicular to the surface. The angle of incidence (θᵢ) is measured between the incoming ray and the normal, and the angle of reflection (θᵣ) is measured between the reflected ray and the normal. The diagram shows that these two angles are equal, demonstrating that light reflects so that the incident ray, reflected ray, and the normal all lie in the same plane."
286,/page0493_img001.png,Waves/Fields,"Diffuse reflection from a rough surface. Several parallel light rays strike an uneven surface, where each small section has a different orientation. As a result, the incoming rays are reflected in many different directions rather than one single direction. This contrasts with reflection from a smooth surface, where rays reflect uniformly. Diffuse reflection explains why rough objects are visible from many viewing angles but do not form clear mirror-like images."
287,/page0494_img000.png,Waves/Fields,"image formation by a flat mirror. Light rays from a bottle reflect off the flat mirror and enter the observer’s eye, obeying the law of reflection where the angle of incidence equals the angle of reflection. The reflected rays diverge, but when traced backward as dashed lines, they appear to originate from a point behind the mirror, forming a virtual image. The diagram shows that the image distance di behind the mirror is equal to the object distance do in front of the mirror, explaining why flat mirrors produce upright that appear the same size as the object but cannot be projected onto a screen."
288,/page0496_img000.png,Waves/Fields,"Comparison of concave and convex mirrors and their focal lengths. In the concave mirror (left), parallel incoming light rays reflect and converge at a focal point F located in front of the mirror, giving the mirror a positive focal length f. This converging behavior allows concave mirrors to form real or virtual depending on the object’s position relative to the focal point. In the convex mirror (right), parallel rays reflect and diverge outward, appearing to originate from a focal point F located behind the mirror, which is indicated as a negative focal length. Convex mirrors always form virtual, upright, and reduced images because reflected rays never actually meet in front of the mirror."
289,/page0496_img001.png,Waves/Fields,"Image formation for concave and convex mirrors. In (a), an object placed outside the focal point of a concave mirror reflects rays that converge in front of the mirror, forming a real, inverted image on the same side as the object. In (b), when the object is inside the focal point of a concave mirror, the reflected rays diverge and appear to originate from behind the mirror, producing a virtual, upright, and magnified image. In (c), a convex mirror reflects rays that always diverge, regardless of object position, so the image is always virtual, upright, and reduced, appearing behind the mirror."
290,/page0498_img001.png,Waves/Fields,"a Schmidt–Cassegrain telescope illustrating how incoming parallel light from a distant object enters the telescope, reflects off the large concave primary mirror, then reflects from a smaller convex secondary mirror before being brought to focus at the focal plane near the observer’s eye. This folded optical path allows the telescope to have a long effective focal length while remaining physically compact. The design improves light-gathering power and image clarity, making it widely used in astronomical observations to view faint and distant objects such as planets, stars, and galaxies."
291,/page0498_img002.png,Waves/Fields,"a car headlight or spotlight uses a parabolic mirror to control light direction. The bulb is placed at the focal point of the parabolic mirror, so light rays emitted in all directions reflect off the mirror and emerge as parallel rays. This produces a bright, focused beam that travels long distances without spreading out significantly. The same physical principle is used in solar collectors, where sunlight is reflected and concentrated at a focal point to produce heat for energy generation, demonstrating how mirror geometry controls light propagation and energy concentration."
292,/page0499_img000.png,Waves/Fields,"Ray diagram illustrating image formation by a concave mirror and the variables used in mirror and lens calculations. The object is placed at a distance do from the mirror with height ho, while the image forms at distance di with height hi. Rays are drawn using standard construction rules: one ray travels parallel to the principal axis and reflects through the focal point F, another passes through the focal point and reflects parallel to the axis, and a third reflects symmetrically about the normal. These rays intersect to locate the image position and size. The focal length f characterizes the mirror’s curvature and determines how strongly it converges light. The relationships among do, di, and f are described by the mirror (lens) equation, which is used to predict image location and magnification in optical systems such as mirrors, lenses, telescopes, and cameras."
293,/page0502_img000.png,Waves/Fields,"refraction at the boundary between water and air using a fish tank example. Light rays emitted from the fish bend as they pass from water into air because the speed of light changes between the two media. As a result, the rays follow different paths to the observer’s eye, making the fish appear to be in a different position than its true location. This apparent shift occurs because the brain assumes light travels in straight lines and traces the refracted rays backward into the water. Refraction depends on the indices of refraction of the two media and is governed by Snell’s law. This effect explains common optical illusions such as objects appearing closer or displaced in water and is important in applications like lenses, eyeglasses, microscopes, and underwater viewing."
294,/page0504_img000.png,Waves/Fields,"a lawnmower analogy to explain refraction and Snell’s law. The image compares the behavior of a light ray crossing a boundary between two media with different refractive indices to a lawnmower moving from a sidewalk onto grass. In medium 1 (sidewalk), the mower moves faster, just as light travels faster in a medium with a lower refractive index. When the mower enters the grass (medium 2), one wheel slows down first, causing the mower to turn toward the perpendicular; similarly, when light enters a medium where it travels more slowly, it bends toward the normal. In the reverse situation, when moving from grass to sidewalk, the mower speeds up and turns away from the perpendicular, just as light bends away from the normal when it enters a faster medium. This analogy helps visualize how changes in wave speed cause refraction at a boundary and why the angle of refraction depends on the properties of the two media."
295,/page0506_img000.png,Waves/Fields,"Two panels are shown to demonstrate the refraction and dispersion of light by a glass prism. In panel (a), a single wavelength (pure λ) enters the prism and bends at each glass–air boundary due to the change in speed of light inside the glass. Because only one wavelength is present, the light emerges as a single ray with a new direction. In panel (b), white light enters the prism and is separated into its component colors. This occurs because the index of refraction of glass depends on wavelength, so different colors travel at different speeds inside the prism and bend by different amounts. Shorter wavelengths (violet, around 380 nm) experience a larger refractive index and bend more, while longer wavelengths (red, around 760 nm) bend less. This wavelength-dependent bending is called dispersion and explains phenomena such as rainbows and the separation of colors in optical instruments."
296,/page0506_img001.png,Waves/Fields,"Demonstration of how a rainbow is formed by sunlight interacting with a water droplet. Incoming sunlight enters the droplet and slows down, causing refraction at the air–water boundary. Because the index of refraction of water depends on wavelength, different colors bend by different amounts, with violet bending more than red. After entering the droplet, part of the light reflects off the inner back surface of the droplet. The reflected light then exits the droplet and is refracted a second time as it returns to air, increasing the separation of colors. As a result, red light exits at a larger angle relative to the incoming sunlight, while violet light exits at a smaller angle. When many droplets are present in the atmosphere, each droplet sends a specific color toward the observer, producing the circular arc of colors known as a rainbow."
297,/page0507_img000.png,Waves/Fields,"refraction, the critical angle, and total internal reflection at the boundary between two media with different indices of refraction. In panel (a), a light ray travels from a medium with higher index of refraction (n1) into a medium with lower index of refraction (n2). Because light speeds up when entering the lower-index medium, the refracted ray bends away from the normal (the perpendicular to the surface). The angles of incidence and refraction are measured relative to this normal. In panel (b), the incident angle is increased until the refracted ray travels exactly along the boundary between the two media. This incident angle is called the critical angle, and at this angle the refracted angle is 90 degrees. In panel (c), the incident angle is greater than the critical angle, so refraction no longer occurs. Instead, all the light is reflected back into the original medium, a phenomenon known as total internal reflection. This effect is explained by Snell’s law and is the physical principle behind technologies such as fiber-optic cables and light guides."
298,/page0508_img000.png,Waves/Fields,"Demonstration of how total internal reflection causes diamonds to sparkle. Light entering the diamond from air slows down and bends toward the normal because diamond has a much higher index of refraction than air. When the light reaches an internal surface of the diamond at an angle greater than the critical angle, it cannot refract out into the air. Instead, it undergoes total internal reflection and is reflected entirely back into the diamond. Because the critical angle for a diamond–air boundary is very small, most light rays striking the internal faces are totally reflected multiple times. Diamond facets are carefully cut so that these internally reflected rays are directed back out through the top of the diamond toward the observer. This trapping and controlled release of light increases brightness, intensity, and sparkle, which is why diamonds appear exceptionally brilliant compared to other gemstones."
299,/page0508_img001.png,Waves/Fields,"binoculars use prisms and total internal reflection to redirect light toward the observer’s eyes. Light rays entering the binoculars travel into glass prisms, where they strike internal surfaces at angles greater than the critical angle. Instead of refracting out of the prism, the light undergoes total internal reflection, allowing it to be reflected efficiently without the energy loss that occurs with metallic mirrors. The prisms are arranged as corner reflectors, which reverse and reorient the image so it appears upright and correctly oriented to the viewer. This optical path also allows binoculars to be compact while maintaining a long effective light path for magnification. The same physical principle is used in fiber-optic cables, where light is guided through glass or plastic fibers by repeated total internal reflection, enabling high-speed transmission of data for internet, telephone, and cable television systems."
300,/page0509_img000.png,Waves/Fields,"optical fibers guide light using total internal reflection. Each fiber consists of a central core with a higher index of refraction (n₁) surrounded by cladding with a lower index of refraction (n₂). When light enters the core at a suitable angle, it strikes the core–cladding boundary at angles greater than the critical angle, causing total internal reflection rather than refraction out of the fiber. As a result, the light is confined within the core and can travel long distances with very little loss. Even when the fiber bends, the light continues to reflect internally and follows the curved path, allowing signals to propagate around corners. This principle enables fiber-optic communication systems, which transmit data as pulses of light for internet, telephone, and cable networks, offering high bandwidth, low signal loss, and immunity to electrical interference."
301,/page0513_img000.png,Waves/Fields,"a convex (converging) lens bends light rays and brings them to a focal point. Light rays that enter the lens parallel to the principal axis are refracted at both curved surfaces of the lens and converge at a single point called the focal point (F). The distance from the center of the lens to this focal point is the focal length (f), which is a key property of the lens and determines how strongly it bends light. Ray 2 travels along the axis and passes straight through the lens with minimal deviation, while rays 1 and 3 bend toward the axis due to refraction. The enlarged view on the right shows how refraction occurs at each surface according to Snell’s law, with different angles of incidence and refraction as the light enters and exits the lens. This behavior explains how convex lenses are used in devices such as cameras, microscopes, glasses for farsightedness, and the human eye to focus light and form clear images."
302,/page0513_img001.png,Waves/Fields,"a concave (diverging) lens affects incoming light rays. Rays that enter the lens parallel to the principal axis spread outward after passing through the lens instead of converging. Because the rays diverge, they appear to originate from a focal point (F) located on the same side of the lens as the incoming light. For this reason, the focal length f is defined as negative for a diverging lens. Ray 2 travels along the axis and passes through the center of the lens with minimal bending, while rays 1 and 3 bend away from the axis due to refraction at both lens surfaces. The dashed lines indicate the apparent paths of the rays, not the actual light paths, and are used to locate the virtual focal point. The enlarged view illustrates how Snell’s law governs the change in direction at each surface, with different angles of incidence and refraction. Concave lenses are commonly used in applications such as glasses for nearsightedness, where they spread incoming light so that images focus correctly on the retina."
303,/page0515_img000.png,Waves/Fields,"a converging convex lens showing how a real image is formed. Three light rays originate from the top of an object. Ray 1 travels parallel to the principal axis and refracts through the focal point on the far side of the lens. Ray 2 passes through the center of the lens and continues in a straight line without bending. Ray 3 travels through the focal point on the object side of the lens and emerges parallel to the axis after refraction. The refracted rays intersect on the opposite side of the lens, forming a real inverted image. The diagram labels object distance (do), image distance (di), focal length (f), object height (ho), and image height (hi), illustrating how lens geometry determines image location and magnification."
304,/page0518_img000.png,Waves/Fields,"This is a two part diagram. In part (a), a Galilean telescope uses a convex objective lens and a concave eyepiece. Incoming parallel rays from a distant object enter the objective lens and begin to converge. Before the rays reach a real focus, they pass through the concave eyepiece, which causes the rays to emerge parallel again toward the eye. The final image is upright, virtual, and viewed at infinity, making this design suitable for spyglasses. In part (b), a simple astronomical telescope uses two convex lenses. Light from a very distant object enters the convex objective lens and forms a real, inverted intermediate image of height (hi) at the focal plane of the objective, labeled by the focal length (fo). This intermediate image acts as the object for the eyepiece. The eyepiece, with focal length (fe), produces a magnified virtual final image that is viewed by the eye. Angular directions before and after the eyepiece are indicated by (theta) and (theta prime), showing how the telescope increases angular magnification. The positions of focal points (Fo), (Fe), and (Fe prime) are labeled to show the optical alignment of the system."
305,/page0519_img000.png,Waves/Fields,"a compound microscope consisting of two lenses: an objective lens and an eyepiece. A small object of height (ho) is placed just beyond the focal point (Fo) of the objective lens at a distance (do). Rays from the object pass through the objective lens and form a real, inverted, and magnified first image of height (hi) at a distance (di). This first image lies near the focal point (Fe) of the eyepiece and serves as the object for the eyepiece lens. The eyepiece acts as a magnifying glass and produces a final virtual image of height (hi prime), which is magnified even further and viewed by the eye. The dashed backward extensions of the rays indicate the apparent position of the final image on the same side of the eyepiece as the object. Distances between lenses and images, including (do), (di), and (di prime), are labeled along the optical axis. The diagram emphasizes idealized ray behavior, while noting that real lenses introduce aberrations, which are distortions that cause images to deviate from the predictions of thin-lens ray diagrams."
306,/page0519_img001.png,Waves/Fields,"This is a two part diagram of chromatic aberration and its correction in lens systems. In part (a), white light rays pass through a single convex lens and are separated into different colors due to the wavelength dependence of the lens’s index of refraction. Violet light (V) is bent more strongly than red light (R), causing violet rays to focus closer to the lens and red rays to focus farther away. As a result, the image formed from white light appears spread out with different colors focusing at different positions, producing color fringes and changes in magnification. In part (b), a multiple-lens system is shown reducing chromatic aberration. White light rays pass through a combination of lenses made from different materials or shapes, causing the different colors to refract in a way that brings them closer to a common focus. This partial correction reduces color separation in the final image. The diagram highlights that while chromatic aberration can be mitigated using compound lenses, such systems increase the complexity and cost of optical devices such as cameras and microscopes."
307,/page0520_img000.png,Other,"the human eye and how images are formed on the retina. Light enters the eye through the cornea, which provides a large portion of the eye’s refractive power, and then passes through the aqueous humor to the adjustable lens. The lens changes shape to focus light from objects at different distances, allowing a sharp real image to form on the retina. Behind the lens, light travels through the vitreous humor before reaching the retina. The retina contains light-sensitive receptors, with the highest concentration located at the fovea, which is responsible for sharp central vision. The optic nerve exits the eye at the optic disc, creating a blind spot where no receptors are present. Other labeled structures include the iris, which controls the amount of light entering the eye, the ciliary fibers, which adjust the lens shape, and the sclera, which forms the protective outer layer of the eye. The diagram emphasizes the importance of refractive indices in image formation, particularly the large change in refractive index at the cornea–air interface, which plays a key role in focusing light onto the retina."
308,/page0521_img000.png,Other,"image formation in the human eye using ray tracing. Light rays from the top and bottom of an object enter the eye and are refracted first at the cornea, where the greatest bending occurs, and again as they pass into and out of the lens. These rays converge to form a real, inverted image on the retina. Rays labeled (1) and (2) originate from one point on the object, while rays (3) and (4) originate from another point, demonstrating how different points on the object map to corresponding points on the retinal image. The diagram shows that the image distance (di) must equal the fixed distance from the lens to the retina in order for the image to be sharply focused. Because the lens-to-retina distance does not change, the eye achieves clear vision by adjusting the focal length of the lens rather than moving the retina. The object distance is drawn smaller than scale to emphasize the focusing behavior rather than the true geometry of the eye."
309,/page0521_img001.png,Waves/Fields,"This is a two part diagram of the comparison of common vision defects in the human eye. In part (a), myopia, or nearsightedness, is shown. Parallel rays from a distant object enter the eye and are converged too strongly, causing them to come to a focus in front of the retina. By the time the rays reach the retina, they are diverging, which results in a blurred image. This effect can occur if the eye’s lens is too strong, meaning it has a focal length that is too short, or if the eye itself is too long from front to back. In part (b), hyperopia, or farsightedness, is illustrated. Rays from a nearby object enter the eye but are not converged enough by the cornea and lens before reaching the retina. As a result, the rays would focus at a point behind the retina, producing blurred vision for close objects. This condition can occur if the lens is too weak, meaning its focal length is too long, or if the eye is too short."
310,/page0522_img000.png,Waves/Fields,"This is a two-part diagram. In part (a), correction of nearsightedness is illustrated. Parallel rays from a distant object first pass through a diverging corrective lens placed in front of the eye. This lens spreads the rays slightly before they enter the eye, compensating for the eye’s overconvergence. As a result, the rays are focused precisely on the retina, allowing the distant object to be seen clearly. The diverging lens forms a virtual image closer to the eye than the original object.In part (b), correction of farsightedness is shown. Rays from a close object pass through a converging corrective lens before entering the eye. The converging lens bends the rays inward, compensating for the eye’s underconvergence. This causes the rays to focus on the retina rather than behind it, producing a clear image of nearby objects. In this case, the converging lens forms a virtual image farther from the eye than the actual object."
311,/page0523_img000.png,Waves/Fields,"image formation by a converging lens. A light bulb is placed at an object distance (do) of 0.75 meters (m) from a lens with focal length (f) of 0.50 meters (m). The focal point (F) is marked on the object side of the lens. Light rays from the bulb pass through the lens and converge on the opposite side, forming a real image on a screen located at an image distance (di) of 1.50 m. One ray travels parallel to the optical axis and refracts through the focal point after passing through the lens, while another ray passes through the center of the lens without bending. The intersection of these rays determines the position and size of the real image on the screen, demonstrating how ray tracing predicts image location and magnification."
312,/page0530_img000.png,Waves/Fields,"refraction of a light ray as it passes through multiple layers of materials with different refractive indices. A ray enters the first medium with refractive index (n1) at an incident angle (theta1), measured from the normal to the surface. Upon crossing into the second medium with refractive index (n2), the ray bends and travels at a refracted angle (theta2), demonstrating how a change in refractive index alters the ray’s direction according to Snell’s law.The ray then enters a third medium with refractive index (n3), where it refracts again and travels at an angle (theta3). Dashed lines show the continuation of the ray if no refraction had occurred, highlighting the bending at each boundary. The horizontal displacement between the actual ray path and the dashed reference path is labeled (delta x), indicating the lateral shift caused by refraction through layered media. The diagram emphasizes how changes in refractive index affect both ray direction and lateral position."
313,/page0534_img001.png,Waves/Fields,"refraction and apparent depth for an object viewed across an air–water boundary. A light source is located underwater at a depth (d) of 2.0 meters (m) below the water surface. Light rays emitted from the source travel upward through the water and refract at the water–air interface. After refraction, the rays bend away from the normal as they enter air and travel toward an observer standing at the edge of a platform 2.0 meters (m) horizontally from the refraction point. Dashed lines show the backward extensions of the refracted rays, indicating the apparent position of the underwater object as seen by the observer. Because of refraction, the object appears shallower than its actual depth. The diagram highlights how the change in refractive index between water and air alters ray paths and causes the apparent location of the light source to differ from its true position."
314,/page0538_img000.png,Waves/Fields,"This is a two part diagram of the comparison of ray-like and wave-like behavior of light. In part (a), a powerful laser at the Paranal Observatory emits a narrow beam that travels in a straight line through the night sky, appearing as a single well-defined ray directed upward toward the Milky Way. This image illustrates how light can be modeled as rays when describing straight-line propagation over long distances. In part (b), a laser beam passes through a grid of closely spaced vertical slits and produces a pattern of bright and dark spots on a screen. This interference pattern results from overlapping light waves that constructively and destructively interfere, demonstrating the wave nature of light. Together, the two images show that light exhibits both ray-like behavior in propagation and wave-like behavior through interference."
315,/page0539_img000.png,Waves/Fields,"Huygens’ principle applied to a straight wavefront. An initial straight wavefront, labeled as the old wavefront, is shown as a vertical line. Each point along this wavefront acts as a source of a semicircular wavelet that propagates forward with speed (v). After a time interval (t), each wavelet has advanced a distance (s), where (s = v t). The new wavefront is constructed by drawing a line tangent to the advancing wavelets, forming another straight line parallel to the original wavefront. An arrow indicates the direction of wave propagation, perpendicular to the wavefronts. The diagram demonstrates how uniform forward motion of a wave can be understood as the combined effect of many secondary wavelets, providing the basis for explaining reflection, refraction, and diffraction of waves."
316,/page0540_img000.png,Waves/Fields,"diffraction using Huygens’ principle. A straight wavefront approaches an opening in a barrier and passes through the gap. After passing through the opening, the wavefront no longer remains straight. Instead, the edges of the wavefront bend outward and spread into the region beyond the opening. This bending of waves around the edges of an opening is called diffraction. This shows that when the opening is relatively wide, the wavefront spreads only slightly and continues mostly in its original direction. When the opening is narrow, comparable in size to the wavelength, the wave spreads out more strongly and forms curved wavefronts. Arrows indicate the direction of wave propagation before and after the opening. The figure demonstrates that diffraction effects become more pronounced when the size of the opening is similar to the wavelength of the wave, a behavior commonly observed in water waves, sound waves, and light."
317,/page0541_img000.png,Waves/Fields,"Young’s double-slit experiment. Light of a single wavelength travels toward a barrier containing two narrow, closely spaced vertical slits. After passing through the slits, the light spreads out due to diffraction and the emerging waves overlap. On the screen beyond the slits, this overlap produces a diffraction and interference pattern consisting of many bright and dark vertical fringes that are spread out horizontally. This contrasts this result with the case in which diffraction and interference do not occur. Without these wave effects, the light would form only two bright vertical lines corresponding to the positions of the slits. Instead, each slit acts as a source of semicircular wavefronts, and constructive interference occurs at points where the waves arrive in phase, while destructive interference produces dark regions. This figure demonstrates the wave nature of light through diffraction and interference."
318,/page0541_img001.png,Waves/Fields,"This is a three part diagram of the interference from a double-slit arrangement using wavefronts, water waves, and light. In part (a), plane wavefronts approach a barrier containing two narrow slits labeled (S1) and (S2). Each slit acts as a source of circular wavefronts due to diffraction. As these wavefronts spread outward, they overlap and interfere. On the screen to the right, regions of constructive interference produce intensity maxima, labeled “Max,” while regions of destructive interference produce minima, labeled “Min.”. In part (b), a pattern formed by water waves passing through two openings is shown. The overlapping circular ripples create a series of alternating regions of strong and weak wave motion, demonstrating constructive and destructive interference similar to that of light. In part (c), a photograph of the light interference pattern produced by a double-slit experiment is shown as a series of bright and dark vertical fringes on a screen. Together, the three panels demonstrate that double slits produce two coherent wave sources whose interference patterns are the same for light and water waves, confirming the wave nature of light."
319,/page0542_img000.png,Waves/Fields,"The geometry of path difference in a double-slit interference experiment. Two narrow slits, labeled (S1) and (S2), are separated by a vertical distance (d). Light from each slit travels to a common point on a distant screen at an angle (theta) measured from the central axis. The two ray paths have lengths (L1) and (L2), which differ by a path difference (delta L). From the geometry of the diagram, the path difference is given by (delta L = d sin theta), assuming that the distance to the screen is much greater than the separation between the slits. This path difference determines whether the light arriving at the screen produces constructive or destructive interference. The figure provides the basis for predicting the positions of bright and dark interference fringes on the screen as a function of angle."
320,/page0543_img000.png,Waves/Fields,"the intensity of a double-slit interference pattern varies with angle and position on a screen. Light passes through two narrow slits separated by a distance (d) and travels to a screen located a horizontal distance (x) away. Rays from the slits reach points on the screen at angles (theta1) and (theta2) relative to the central axis. The vertical positions on the screen are labeled (y1) and (y2), corresponding to different angles and path differences. The intensity distribution on the screen is shown as a curve with a central maximum and a series of smaller maxima and minima on either side. The amplitude of the maxima decreases as the angle from the center increases, indicating that the bright fringes become dimmer farther from the central axis. A photograph of the actual interference pattern appears alongside the diagram, showing multiple bright and dark vertical fringes. The figure emphasizes that the double-slit pattern is modulated by diffraction, causing the overall intensity to fall off with increasing angle."
321,/page0543_img001.png,Waves/Fields,"This is a three part diagram of single-slit diffraction and the resulting intensity pattern. In part (a), monochromatic light passes through a single narrow slit of width (D). After the slit, the light spreads out due to diffraction and forms a pattern on a distant screen. The pattern consists of a bright central maximum and a series of smaller, dimmer maxima on either side. The central maximum is much more intense than the others and is noted to be several times higher than depicted in the drawing. In part (b), a schematic representation of the diffraction pattern on the screen is shown, with a wide, bright central band and thinner, less intense bright bands separated by dark regions. This illustrates how intensity decreases away from the center. In part (c), the intensity of the diffraction pattern is plotted as a function of (sin theta). The central maximum occurs at (sin theta = 0). Minima appear at values given by (sin theta = plus or minus lambda over D), (plus or minus 2 lambda over D), and (plus or minus 3 lambda over D), where (lambda) is the wavelength of the light. The figure shows how the positions of dark fringes depend on the wavelength and the slit width, demonstrating the angular distribution of intensity for single-slit diffraction."
322,/page0544_img000.png,Waves/Fields,"the geometry and equations for single-slit diffraction minima. Light passes through a single slit of width (D) and travels to a screen a distance (L) away. Rays from the top and bottom edges of the slit travel to a point on the screen at an angle (theta) relative to the central axis. At certain angles, these rays interfere destructively, producing dark regions, or minima, in the diffraction pattern. The vertical distance from the center of the diffraction pattern to a minimum on the screen is labeled (y). The condition for destructive interference is given by the distance between the slits, multiplied by the sine of the observation angle, is equal to a whole-number multiple of the wavelength of the light (D sin theta = m lambda), where (lambda) is the wavelength of the light and (m) is a nonzero integer indicating the order of the minimum. For small angles, this condition can also be written as (D y / L = m lambda), the slit separation multiplied by the vertical distance to the bright or dark fringe, divided by the distance to the screen, equals an integer multiple of the wavelength. The diagram visually connects the geometric path difference to the mathematical expressions used to calculate the positions of dark fringes in a single-slit diffraction pattern."
323,/page0547_img000.png,Waves/Fields,"diffraction by a diffraction grating. A diffraction grating consists of many evenly spaced, parallel slits that act together to diffract light. In part (a), light passing through the grating spreads out and forms bright regions at specific angles due to constructive interference, similar to but sharper than the pattern produced by a double slit. Most directions experience destructive interference, while only certain angles produce intense maxima. In part (b), white light is incident on the diffraction grating. The central maximum appears white because all wavelengths overlap at zero angle. At larger angles, the first-order and second-order maxima separate the different wavelengths, producing rainbow-colored spectra on either side of the central maximum. Higher-order rainbows appear farther from the center, showing how a diffraction grating disperses white light into its component colors with increasing angular separation."
324,/page0548_img000.png,Waves/Fields,"This is a two part diagram of examples of natural diffraction and reflection gratings. In part (a), an Australian opal displays bright, shifting colors caused by microscopic layers inside the gemstone. These layers act like a reflection grating, reflecting different wavelengths of light at different angles, which produces the characteristic multicolored appearance. In part (b), a butterfly wing is shown with vivid blue coloration. The color does not come primarily from pigments, but from rows of microscopic reflective structures on the wing surface. These structures act like a reflection grating, causing constructive interference for certain wavelengths while canceling others. As a result, different colors are reflected depending on the viewing angle. Together, the images demonstrate how diffraction and interference can produce color in both minerals and biological"
325,/page0548_img001.png,Graphs,"Comparison of idealized intensity patterns for monochromatic light passing through a double slit and a diffraction grating. In part (a), the double-slit pattern is shown as a series of broad intensity maxima and minima. The central maximum corresponds to order (m = 0), with first-order maxima at (m = plus or minus 1) on either side. The peaks are relatively wide, and the intensity between them does not drop completely to zero. In part (b), the diffraction grating pattern is shown. The maxima occur at the same angular positions as in the double-slit case for the same orders (m = 0, plus or minus 1), but the peaks are much narrower and taller. The regions between maxima are darker, indicating more complete destructive interference. The figure demonstrates that increasing the number of slits produces sharper, more well-defined maxima, which is why diffraction gratings provide better angular resolution than double slits."
326,/page0550_img001.png,Waves/Fields,"diffraction grating functions inside a spectroscope. Light from a source enters the instrument and travels toward a diffraction grating. As the light strikes the grating, it is diffracted and separated into different wavelengths, which propagate at different angles due to constructive and destructive interference. Mirrors redirect the diffracted light toward a detector. Each wavelength follows a distinct path, producing a spread of colors at the detector that forms a spectrum. The diagram illustrates how diffraction enables the analysis of light by wavelength, allowing a spectroscope to identify the composition of a light source. At the same time, it highlights that diffraction is an inherent wave effect that can also limit image sharpness by spreading light rather than keeping it perfectly focused."
327,/page0551_img000.png,Waves/Fields,"This is a three part diagram of the diffraction limits image resolution. In part (a), monochromatic light passing through a small circular aperture produces a diffraction pattern with a bright central region and a blurred edge rather than a sharp point. This pattern shows how light spreads when constrained by a finite aperture. In part (b), two point light sources that are close together produce overlapping diffraction patterns. Although two bright regions can still be distinguished, their images partially overlap due to diffraction. In part (c), the two point sources are even closer together, and their diffraction patterns overlap so strongly that they merge into a single blurred image. In this case, the sources cannot be resolved as separate objects. The figure demonstrates that diffraction sets a fundamental limit on the amount of detail that can be observed when light passes through an aperture, regardless of the quality of the optical system."
